Doc. Type1,Author Type2,Organisation3,Code,N/I,Language,Document title,"Size
PR,SO,Statec,PR_STATEC_2021_1,N,F,BALANCE DES PAIEMENTS DU LUXEMBOURG AU PREMIER TRIMESTRE 2021,3 400,2021,,
PR,SO,Statec,PR_STATEC_2020_4,N,F,Balance des paiements du Luxembourg en 2020,3 271,2020,,
PR,SO,Statec,PR_STATEC_2015_3,N,F,Regards sur l’impact des frontaliers dans la balance des paiements,7 568,2015,,
PR,SO,Statec,PR_STATEC_2021_2,N,F,BALANCE DES PAIEMENTS DU LUXEMBOURG AU PREMIER SEMESTRE 2021,3 259,2021,,
PR,SO,Statec,PR_STATEC_2021_3,N,F,BALANCE DES PAIEMENTS DU LUXEMBOURG SUR LES TROIS PREMIERS TRIMESTRES DE L’ANNÉE 2021,3 383,2022,,
PR,SO,Statec,PR_STATEC_2022_2,N,F,BALANCE DES PAIEMENTS DU LUXEMBOURG AU PREMIER SEMESTRE 2022,3 351,2022,,
PR,SO,Statec,PR_STATEC_2021_4,N,F,BALANCE DES PAIEMENTS DU LUXEMBOURG AU COURS DE L’ANNÉE 2021,3 508,2021,,
PR,SO,SCan ,PR_Scan_2022_2_iip_fr,N,F,Bilan des investissements internationaux du Canada, deuxième trimestre de 2022,11 579,2022,,
PR,SO,SCan ,PR_Scan_2022_1_iip_fr,N,F,Bilan des investissements internationaux du Canada, premier trimestre de 2022,10 848,2022,,
PR,SO,SCan ,PR_Scan_2021_4_iip_fr,N,F,Bilan des investissements internationaux du Canada, quatrième trimestre de 2021,10 441,2021,,
PR,SO,SCan ,PR_Scan_2021_3_iip_fr,N,F,Bilan des investissements internationaux du Canada, troisième trimestre de 2021,9 753,2021,,
PR,SO,SCan ,PR_Scan_2021_2_iip_fr,N,F,Bilan des investissements internationaux du Canada, deuxième trimestre de 2021,9 494,2021,,
PR,SO,SCan ,PR_Scan_2021_1_iip_fr,N,F,Bilan des investissements internationaux du Canada, premier trimestre de 2021,9 878,2021,,
PR,SO,SCan ,PR_Scan_2022_2_bp_fr,N,F,Balance des paiements internationaux du Canada, deuxième trimestre de 2022,17 943,2022,,
PR,SO,SCan ,PR_Scan_2022_1_bp_fr,N,F,Balance des paiements internationaux du Canada, premier trimestre de 2022,14 067,2022,,
PR,SO,SCan ,PR_Scan_2021_4_bp_fr,N,F,Balance des paiements internationaux du Canada, quatrième trimestre de 2021,15 639,2021,,
PR,SO,SCan ,PR_Scan_2021_3_bp_fr,N,F,Balance des paiements internationaux du Canada, troisième trimestre de 2021,15 573,2021,,
PR,SO,SCan ,PR_Scan_2021_2_bp_fr,N,F,Balance des paiements internationaux du Canada, deuxième trimestre de 2021,15 469,2021,,
PR,SO,SCan ,PR_Scan_2021_1_bp_fr,N,F,Balance des paiements internationaux du Canada, premier trimestre de 2021,15 695,2021,,
PR,SO,SCan ,PR_Scan_2022_2_iip_en,N,E,Canada's international investment position, second quarter 2022,9 627,2022,,
PR,SO,SCan ,PR_Scan_2022_1_iip_en,N,E,Canada's international investment position, first quarter 2022,7 535,2022,,
PR,SO,SCan ,PR_Scan_2021_4_iip_en,N,E,Canada's international investment position, fourth quarter 2021,6 740,2021,,
PR,SO,SCan ,PR_Scan_2021_3_iip_en,N,E,Canada's international investment position, third quarter 2021,8 142,2021,,
PR,SO,SCan ,PR_Scan_2021_2_iip_en,N,E,Canada's international investment position, second quarter 2021,7 129,2021,,
PR,SO,SCan ,PR_Scan_2021_1_iip_en,N,E,Canada's international investment position, first quarter 2021,7 638,2021,,
PR,SO,SCan ,PR_Scan_2022_2_bp_en,N,E,Canada's balance of international payments, second quarter 2022,10 872,2022,,
PR,SO,SCan ,PR_Scan_2022_1_bp_en,N,E,Canada's balance of international payments, first quarter 2022,10 447,2022,,
PR,SO,SCan ,PR_Scan_2021_4_bp_en,N,E,Canada's balance of international payments, fourth quarter 2021,11 699,2021,,
PR,SO,SCan ,PR_Scan_2021_3_bp_en,N,E,Canada's balance of international payments, third quarter 2021,11 904,2021,,
PR,SO,SCan ,PR_Scan_2021_2_bp_en,N,E,Canada's balance of international payments, second quarter 2021,11 659,2021,,
PR,SO,SCan ,PR_Scan_2021_1_bp_en,N,E,Canada's balance of international payments, first quarter 2021,11 638,2021,,
PR,CB,BuBa,PR_BuBa_2022,N,D,Die deutsche Zahlungsbilanz für das Jahr 2021,60 898,2022,,
PR,CB,OeNB,PR_OeNB_2022,N,D,Pandemie führt 2021 erstmals seit mehr als 20 Jahren zu einem Leistungsbilanzdefizit,5 865,2022,,
PR,CB,SNB,PR_SNB_2021_4_de,N,D,Zahlungsbilanz und Auslandvermögen der Schweiz - Jahr 2021 und 4. Quartal 2021,5 588,2021,,
PR,CB,SNB,PR_SNB_2021_3_de,N,D,Zahlungsbilanz und Auslandvermögen der Schweiz - 3. Quartal 2021,2 998,2021,,
PR,CB,SNB,PR_SNB_2021_2_de,N,D,Zahlungsbilanz und Auslandvermögen der Schweiz - 2. Quartal 2021,3 107,2021,,
PR,CB,SNB,PR_SNB_2021_4_fr,N,F,Balance des paiements et position extérieure de la Suisse - Année 2021 et 4e trimestre 2021,6 287,2021,,
PR,CB,SNB,PR_SNB_2021_3_fr,N,F,Balance des paiements et position extérieure de la Suisse - 3e trimestre 2021,3 342,2021,,
PR,CB,SNB,PR_SNB_2021_2_fr,N,F,Balance des paiements et position extérieure de la Suisse - 2e trimestre 2021,3 828,2021,,
PR,CB,SNB,PR_SNB_2021_1_fr,N,F,Balance des paiements et position extérieure de la Suisse - 1er trimestre 2021,2 897,2021,,
PR,CB,SNB,PR_SNB_2021_1_de,N,D,Zahlungsbilanz und Auslandvermögen der Schweiz - 1. Quartal 2021,2 562,2021,,
PR,CB,SNB,PR_SNB_2022_2_de,N,D,Zahlungsbilanz und Auslandvermögen der Schweiz - 2. Quartal 2022,2 699,2022,,
PR,CB,SNB,PR_SNB_2022_2_fr,N,F,Balance des paiements et position extérieure de la Suisse - 2e trimestre 2022,3 122,2022,,
PR,CB,SNB,PR_SNB_2022_1_fr,N,F,Balance des paiements et position extérieure de la Suisse - 1er trimestre 2022,3 264,2022,,
PR,SO,ONS,PR_ONS_2022_PB,N,E,UK Balance of Payments, The Pink Book: 2022,29 844,2022,,
RE,CB,BdF,RE_BdF_2007,N,F,LOI no 2007-212 du 20 février 2007 portant diverses dispositions intéressant la Banque de France,24 257,2007,,
RE,CB,BdF,RE_BdF_2007-gouverneur,N,F,Décision n° 2007-01 du Comité monétaire du Conseil général concernant la collecte de statistiques pour l’élaboration de la balance des paiements et de la position extérieure de la France, de la zone euro et de la Communauté européenne,7 907,2007,,
RE,CB,BdF,RE_BdF_2009_L141-6CMF,N,F,Code monétaire et financier, Article L141-6,1 830,2009,,
RE,CB,BdF,RE_BdF_2009-gouverneur,N,F,Décision n° 2009-04 du gouverneur de la Banque de France concernant la déclaration d’informations statistiques par les intermédiaires financiers pour l’établissement de la balance des paiements et de la position extérieure,12 348,2009,,
PR,CB,SNB,PR_SNB_2022_1_de,N,D,Zahlungsbilanz und Auslandvermögen der Schweiz - 1. Quartal 2022,2 836,2022,,
RE,CB,ECB,RE_ECB_2016_e,I,E,GUIDELINE OF THE EUROPEAN CENTRAL BANK of 9 December 2011 on the statistical reporting requirements of the European Central Bank in the field of external statistics, amended in 2013 and 2015,105 999,2016,,
RE,CB,ECB,RE_ECB_2016_f,I,F,ORIENTATION DE LA BANQUE CENTRALE EUROPÉENNE du 9 décembre 2011 relative aux obligations de déclaration statistique établies par la Banque centrale européenne en matière de statistiques extérieures, modifiée en 2013 et 2015,126 612,2016,,
RE,CB,ECB,RE_ECB_2016_d,I,D,LEITLINIE DER EUROPÄISCHEN ZENTRALBANK vom 9. Dezember 2011 über die statistischen Berichtsanforderungen der Europäischen Zentralbank im Bereich der außenwirtschaftlichen Statistiken, 2013 und 2015 geändert,164 833,2016,,
RE,OT,EU,RE_EU_2012_e,I,E,COMMISSION REGULATION (EU) No 555/2012 of 22 June 2012 amending Regulation (EC) No 184/2005 of the European Parliament and of the Council on Community statistics concerning balance of payments, international trade in services and foreign direct investment, as regards the update of data requirements and definitions,68 583,2012,Annex II contains definitions,
RE,OT,EU,RE_EU_2012_f,I,F,RÈGLEMENT (UE) N o 555/2012 DE LA COMMISSION du 22 juin 2012 modifiant le règlement (CE) n o 184/2005 du Parlement européen et du Conseil relatif aux statistiques communautaires de la balance des paiements, du commerce international des services et des investissements directs étrangers, en ce qui concerne l’actualisation des exigences relatives aux données et les définitions,83 425,2012,,
RE,OT,EU,RE_EU_2012_d,I,D,VERORDNUNG (EU) Nr. 555/2012 DER KOMMISSION vom 22. Juni 2012 zur Änderung der Verordnung (EG) Nr. 184/2005 des Europäischen Parlaments und des Rates betreffend die gemeinschaftliche Statistik der Zahlungsbilanz, des internationalen Dienstleistungsverkehrs und der Direktinvestitionen im Hinblick auf die Aktualisierung der Datenanforderungen und Definitionen,127 797,2012,,
RE,OT,EU,RE_EU_2016_e,I,E,REGULATION (EU) 2016/1013 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL of 8 June 2016 amending Regulation (EC) No 184/2005 on Community statistics concerning balance of payments, international trade in services and foreign direct investment,25 622,2016,,
RE,OT,EU,RE_EU_2016_f,I,F,RÈGLEMENT (UE) 2016/1013 DU PARLEMENT EUROPÉEN ET DU CONSEIL du 8 juin 2016 modifiant le règlement (CE) no 184/2005 relatif aux statistiques communautaires de la balance des paiements, du commerce international des services et des investissements directs étrangers,28 074,2016,,
RE,CB,NBB,RE_NBB_2002,N,F,Loi du 28 février 2002 organisant l’établissement de la balance des paiements, de la position extérieure globale et des statistiques du commerce international des services et des investissements directs étrangers de la Belgique et portant modification de l’arrêté-loi du 6 octobre 1944 relatif au contrôle des changes et de diverses dispositions légales,18 294,2002,,
RE,CB,NBB,RE_NBB_2007,N,F,Arrêté royal du 7 février 2007 relatif à l'établissement de la balance des paiements, de la position extérieure globale et des statistiques du commerce international des services et des investissements directs étrangers de la Belgique,25 955,2007,,
RE,CB,NBB,RE_NBB_2010,N,F,"Règlement ""A"" de la Banque Nationale de Belgique relatif aux obligations statistiques en matière de balance des paiementsdes établissements de crédit résidents",30 305,2010,,
RE,CB,NBB,RE_NBB_2010_2,N,F,"Règlement ""C"" de la Banque Nationale de Belgique relatif aux enquêtes sur les opérations sur marchandises avec l'étranger",21 001,2010,,
RE,CB,NBB,RE_NBB_2010_3,N,F,"Règlement ""D"" de la Banque Nationale de Belgique relatif à l'enquête sur les dépenses transfrontalières réalisées par carte de paiement",7 699,2010,,
RE,CB,NBB,RE_NBB_2010_4,N,F,"Règlement ""E"" de la Banque Nationale de Belgique relatif aux enquêtes sur les investissements directs avec l’étranger des personnes morales résidentes autres que les établissements de crédit",25 637,2010,,
RE,CB,NBB,RE_NBB_2010_5,N,F,"Règlement ""F"" de la Banque Nationale de Belgique relatif aux enquêtes sur les investissements entre des résidents autres que les établissements de crédit et des non-résidents non apparentés hors valeurs mobilières",23 330,2010,,
RE,CB,NBB,RE_NBB_2010_6,N,F,"Règlement ""G"" de la Banque Nationale de Belgique relatif aux enquêtes sur les avoirs et engagements en valeurs mobilières des personnes morales résidentes autres que les établissements de crédit
____________",21 139,2010,,
RE,CB,NBB,RE_NBB_2012,N,F,"Règlement ""B"" de la Banque Nationale de Belgique relatif aux enquêtes sur les opérations sur services avec l'étranger des résidents autres que les établissements de crédit (annexé à l'arrêté ministériel du 28 septembre 2012)",36 944,2012,,
RE,CB,NBB,RE_NBB_2012_2,N,F,"Règlement ""H"" de la Banque Nationale de Belgique relatif à l'enquêtesur les transmissions de fonds avec l'étranger (annexé à l'arrêté ministériel du 28 septembre 2012)",6 608,2012,,
RE,CB,NBB,RE_NBB_2013,N,F,"Règlement ""I"" de la Banque Nationale de Belgique relatif à l'enquête
sur les opérations avec l'étranger concernant l'énergie (annexé à l'arrêté ministériel du 8 juillet 2013)",10 728,2013,,
RE,CB,NBB,RE_NBB_2017,N,F,Arrêté royal portant modification de l’arrêté royal du 7 février 2007 relatif à l’établissement de la balance des paiements, de la position extérieure globale et des statistiques du commerce international des services et des investissements directs étrangers de la Belgique,4 878,2017,,
RE,OT,EU,RE_EU_2016_d,I,D,VERORDNUNG (EU) 2016/1013 DES EUROPÄISCHEN PARLAMENTS UND DES RATES vom 8. Juni 2016 zur Änderung der Verordnung (EG) Nr. 184/2005 betreffend die gemeinschaftliche Statistik der Zahlungsbilanz, des internationalen Dienstleistungsverkehrs und der Direktinvestitionen,29 136,2016,,
RE,CB,OeNB,RE_OeNB_2020,N,D,Rechtliche Grundlagen,3 412,2020,,
RM,CB,OeNB,RM_OeNB_2014,N,D,Revision der Leistungsbilanz - Die Änderungen im Detail und erste Ergebnisse,46 193,2014,,
RM,CB,BdF,RM_BdF_2015,N,F,Méthodologie - La balance des paiements et la position extérieure de la France,159 050,2015,,
RM,SO,BEA,RM_BEA_2014,N,E,U.S. International Economic Accounts: Concepts and Methods,547 216,2014,ok. Glossary pp. 191-202,
RM,SO,BEA,RM_BEA_2018_dis,N,E,Definition of International Services,7 191,2018,,
RM,CB,OeNB,RM_OeNB_2018,N,D,Zahlungsbilanz und Internationale Vermögensposition nach BPM6 - Handbuch zu Definitionen, Quellen und Berechnungsmethoden,329 934,2018,,
RM,CB,BuBa,RM_BuBa_2014,N,D,Änderungen in der Methodik und Systematik der Zahlungsbilanz und des Auslandsvermögensstatus,44 513,2014,,
RM,OT,CMFB,RM_CMFB_2020,I,E,Consistency issues in balance of payments and national accounts,19 978,2020,,
RM,SO,CSO,RM_CSO_2014,N,E,BPM6 Implementation,24 004,2014,,
RM,SO,CSO,RM_CSO_2014_iip_bn,N,E,IIP Background Notes,35 762,2014,,
RM,SO,CSO,RM_CSO_2015_cm,N,E,Contract_Manufacturing_-_rebrand,3 926,2015,,
RM,SO,CSO,RM_CSO_2015_fdi_bn,N,E,FDI Background Notes,11 533,2015,,
RM,SO,CSO,RM_CSO_2016,N,E,Redomiciled PLCs in the Irish Balance of Payments 2015 ,4 466,2016,,
RM,SO,CSO,RM_CSO_2017,N,E,Background Notes - Resident Holdings of Foreign Portfolio Securities,13 554,2017,,
RM,SO,CSO,RM_CSO_2017_cpis_bn,N,E,CPIS Background Notes,13 517,2017,,
RM,SO,CSO,RM_CSO_2017_its_bn,N,E,ITS Background Notes,29 797,2017,,
RM,SO,CSO,RM_CSO_2018,N,E,Background Notes - Balance of Payments,36 697,2018,,
RM,SO,CSO,RM_CSO_2019_2,N,E,Redomiciled PLCs in the Irish Balance of Payments 2018,2 327,2019,,
RM,SO,CSO,RM_CSO_2019,N,E,A Modified Current Account Balance for Ireland 2008-2018,7 428,2019,,
RM,SO,CSO,RM_CSO_2020,N,E,"Standard Report on Methods and Quality
for Balance of Payments (BOP) and related results compilation",59 095,2020,,
RM,OT,EC+al.,RM_EC+al._2013,I,F,Système de comptabilité nationale 2008,2 970 317,2013,Translation,
RM,OT,EC+al.,RM_EC+al_2009,I,E,System of National Accounts 2008,2 509 019,2009,Original version,
RM,CB,ECB,RM_ECB_2016_2,I,E,European Union Balance of Payments and International Investment Position statistical sources and methods “B.o.p. and i.i.p. book”,1 095 526,2016,,
RM,CB,ECB,RM_ECB_2017,I,E,Estimation of euro area balance of payments and international investment positions - extending the BPM6 series -,7 706,2017,,
RM,CB,ECB,RM_ECB_2019,I,E,Euro area and national balance of payments and international investment position statistics - 2018 quality report,96 712,2019,,
RM,CB,ECB,RM_ECB_2020,I,E,Some considerations on the possible impact of the COVID-19 pandemic on balance of payments statistics,8 435,2020,,
RM,CB,ECB,RM_ECB_2020_2,I,E,Euro area and national balance of payments and international investment position statistics - 2019 quality report,101 618,2020,,
RM,CB,ECB,RM_ECB_2020_3,I,E,Euro area balance of payments and international investment position compilation -Balancing mechanisms -,11 091,2020,,
RM,SO,EuS,RM_EuS_2021,I,E,BALANCE OF PAYMENTS VADEMECUM 2021,99 445,2021,,
RM,SO,EuS,RM_EuS_2022,I,E,BALANCE OF PAYMENTS VADEMECUM 2022,109 206,2022,,
RM,OT,IMF,RM_IMF_2009_e,I,E,Balance of payments and international investment position manual, 6th ed.,1 162 113,2009,Original version,
RM,OT,IMF,RM_IMF_2009-f,I,F,Manuel de la balance des paiements et de la position extérieure globale, 6e édition,1 352 740,2009,Translation,
RM,OT,IMF,RM_IMF_2014_e,I,E,Balance of payments and international investment position compilation guide,1 222 562,2014,Original version,
RM,OT,IMF,RM_IMF_2014_f,I,F,GUIDE POUR L'ETABLISSEMENT DES STATISTIQUES SELON LE MBP6,1 473 572,2014,Translation,
RM,CB,NBB,RM_NBB_2020,N,F,Balance des paiements, services et investissements avec l’étranger,6 591,2020,,
RM,CB,BuBa,RM_BuBa_2015-03_ERL_S._103-108,N,D,Erläuterungen - Zahlungsbilanz,24 274,2015,,
RM,SO,ONS,RM_ONS_2018,N,E,Methodological notes (BPM6 basis),164 213,2018,,
RM,SO,ONS,RM_ONS_2020,N,E,ONS Glossary,52 787,2020,,
RM,SO,SCan ,RM_SCan_2015_2_e,N,E,A preview of the 2015 comprehensive revision of the Canadian System of Macroeconomic Accounts,29 654,2015,,
RM,SO,SCan ,RM_SCan_2015_2_f,N,F,Un aperçu de la révision complète de 2015 du Système canadien des comptes macroéconomiques,62 579,2015,,
RM,SO,SCan ,RM_SCan_2015_e,N,E,Revisions to Canada's Balance of International Payments ,29 904,2015,,
RM,SO,SCan ,RM_SCan_2015_f,N,F,Révisions à la Balance des paiements internationaux du Canada,31 042,2015,,
RM,SO,SCan ,RM_SCan_2016_csma2_e,N,E,User Guide: Canadian System of Macroeconomic Accounts, Chapter 2 History of Canada’s macroeconomic accounts,110 931,2016,,
RM,SO,SCan ,RM_SCan_2016_csma2_f,N,F,Système canadien des comptes macroéconomiques - Chapitre 2 Historique des comptes macroéconosmiques du Canada,123 894,2016,Translation,
RM,SO,SCan ,RM_SCan_2016_csma3_e,N,E,User Guide: Canadian System of Macroeconomic Accounts, Chapter 3 Key concepts in brief of the Canadian System of Macroeconomic Accounts,129 218,2016,,
RM,SO,SCan ,RM_SCan_2016_csma3_f,N,F,Système canadien des comptes macroéconomiques - Chapitre 3 Concepts clés en bref,145 812,2016,Translation,
RM,SO,SCan ,RM_SCan_2017_csma8_e,N,E,User Guide: Canadian System of Macroeconomic Accounts, Chapter 8 International Accounts,145 118,2017,,
RM,SO,SCan ,RM_SCan_2017_csma8_f,N,F,Système canadien des comptes macroéconomiques - Chapitre 8 Comptes internationaux,170 601,2017,Translation,
RM,SO,SCan ,RM_SCan_2020_ITSer_e,N,E,"Canada's International Transactions in Services
Detailed information for 2019 ",13 321,2020,,
RM,SO,SCan ,RM_SCan_2020_ITSer_f,N,F,"Transactions internationales de services du Canada
Information détaillée pour 2019",16 185,2020,,
RM,SO,SCan ,RM_SCan_2021_ITM_e,N,E,Canadian International Merchandise Trade (Balance of Payments Basis) Detailed information for January 2021 ,8 198,2021,,
RM,SO,SCan ,RM_SCan_2021_ITM_f,N,F,Commerce international de marchandises du Canada (base de la balance de paiements) - Information détaillée pour janvier 2021,10 026,2021,,
RM,SO,SCan ,RM_SCan_2021_ITSec_e,N,E,"Canada's International Transactions in Securities
Detailed information for January 2021 ",10 590,2021,,
RM,SO,SCan ,RM_SCan_2021_ITSec_f,N,F,Opérations internationales du Canada en valeurs mobilières - Information détaillée pour janvier 2021 ,12 434,2021,,
RM,CB,OeNB,RM_OeNB_2020,N,D,Was ist zu melden?,8 704,2020,,
RM,CB,SNB,RM_SNB_2020_d,N,D,Erläuterungen – Zahlungsbilanz und Auslandvermögen,113 415,2020,,
RM,CB,SNB,RM_SNB_2020_f,N,F,Commentaires – Balance des paiements et position extérieure,125 467,2020,Translation,
RM,CB,SNB,RM_SNB_2020_Dok,N,D,Dokumentation - Zahlungsbilanz und Auslandvermögen der Schweiz (gem. BPM6) V.2,394 098,2020,,
RM,OT,UN+al.,RM_UN+al._2010_e,I,E,Manual on Statistics of International Trade in Services 2010 (MSITS 2010),531 475,2010,Original version,
RM,OT,UN+al.,RM_UN+al._2013_f,I,F,Manuel des statistiques du commerce international des services 2010,627 907,2013,Translation,
RM,OT,IMF,RM_IMF_2020,I,E,Special Purpose Entities: Guidelines for a Data Template,86 661,2020,,
PP,CB,SNB,PP_SNB_2023-f,N,F,Le commerce de transit, un baromètre de la mondialisation,8 786,2023,,
RM,CB,SNB,RM_SNB_2022_Dok,N,D,Dokumentation - Zahlungsbilanz und Auslandvermögen der Schweiz (gem. BPM6) V.4,552 289,2022,,
RM,OT,IMF,RM_IMF_2018,I,E,Final Report of the Task Force on Special Purpose Entities,95 717,2018,,
PR,CB,BuBa,PR_BuBa_2024,N,D,Die deutsche Zahlungsbilanz für das Jahr 2023,87 791,2024,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
